KM/Year,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,AutoType,MetColorType,Ratio,,
754.3859649,9695,57,43000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
789.4736842,9750,57,45000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
789.4736842,10750,57,45000,Petrol,110,1,0,1600,5,1050,Manual,Metcolor,,,
921.8947368,8950,57,52548,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
947.3684211,10250,57,54000,Petrol,110,1,0,1600,3,1135,Manual,Metcolor,,,
947.3684211,10500,57,54000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
964.9122807,10950,57,55000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
979.7192982,9995,57,55844,Petrol,86,1,0,1300,5,1045,Manual,Metcolor,,,
1070.175439,9450,57,61000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1082.140351,10950,57,61682,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1140.350877,8950,57,65000,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
1263.157895,7950,57,72000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1385.175439,9500,57,78955,Petrol,86,1,0,1300,5,1045,Manual,Metcolor,,,
1411.754386,10950,57,80470,Petrol,110,0,0,1600,5,1085,Manual,NonMetcolor,,,
1552.280702,8750,57,88480,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
3534.482759,6950,58,205000,Diesel,72,1,0,2000,4,1100,Manual,Metcolor,4.031,,
1794.736842,9950,57,102300,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,,,
2084.789474,10950,57,118833,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor,,,
431.0344828,10500,58,25000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
528.1724138,10450,58,30634,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
586.2068966,11950,58,34000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
813.2931034,8500,58,47171,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
886.5689655,10950,58,51421,Petrol,110,0,1,1600,5,1105,Auto,NonMetcolor,,,
891.5862069,8750,58,51712,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
931.0344828,7350,58,54000,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor,,,
956.5172414,10950,58,55478,Petrol,86,0,0,1300,5,1045,Manual,NonMetcolor,,,
1000,9950,58,58000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1057.637931,9950,58,61343,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1069.37931,9950,58,62024,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1101.206897,10950,58,63870,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor,,,
1184.87931,9250,58,68723,Petrol,86,0,0,1300,3,1025,Manual,NonMetcolor,,,
1190.034483,6950,58,69022,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
1216.551724,8000,58,70560,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1257.37931,9950,58,72928,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1261.586207,9500,58,73172,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1418.172414,9750,58,82254,Petrol,110,0,0,1600,5,1050,Manual,NonMetcolor,,,
1568.965517,9500,58,91000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1783.758621,8950,58,103458,Petrol,86,1,0,1300,3,1025,Manual,Metcolor,,,
1826.586207,9750,58,105942,Petrol,86,0,0,1300,5,1040,Manual,NonMetcolor,,,
1995.086207,9950,58,115715,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
2300.086207,8950,58,133405,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,,,
2449.508475,6900,59,144521,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,4.071,,
384.8305085,10950,59,22705,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
544.9152542,10950,59,32150,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
626.3389831,8900,59,36954,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
742.6779661,9950,59,43818,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
795.4067797,9900,59,46929,Petrol,86,1,0,1300,3,1025,Manual,Metcolor,,,
855.4067797,8750,59,50469,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
953.5423729,8950,59,56259,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1028.949153,10995,59,60708,Petrol,86,1,0,1300,5,1045,Manual,Metcolor,,,
1036.050847,8900,59,61127,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1036.711864,10500,59,61166,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1109.542373,9950,59,65463,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1135.762712,9950,59,67010,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1190.135593,9450,59,70218,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1209.59322,9500,59,71366,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor,,,
1290.881356,8950,59,76162,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1334.745763,10950,59,78750,Diesel,90,1,0,1975,5,1155,Manual,Metcolor,,,
1350.169492,10950,59,79660,Petrol,86,0,1,1300,5,1065,Auto,NonMetcolor,,,
1363.220339,9950,59,80430,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1472.389831,9500,59,86871,Petrol,86,1,0,1300,5,1040,Manual,Metcolor,,,
1472.677966,8900,59,86888,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1485.661017,10995,59,87654,Petrol,86,1,1,1300,5,1065,Auto,Metcolor,,,
1672.169492,8950,59,98658,Petrol,86,1,0,1300,3,1020,Manual,Metcolor,,,
1779.661017,5950,59,105000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1912.322034,8250,59,112827,Petrol,86,1,0,1300,5,1040,Manual,Metcolor,,,
1927.118644,8250,59,113700,Petrol,110,1,0,1600,5,1065,Manual,Metcolor,,,
2061.457627,7995,59,121626,Petrol,86,0,0,1300,5,1050,Manual,NonMetcolor,,,
2330,6900,60,139800,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor,4.14,,
3224.796296,7750,54,174139,Diesel,72,1,0,2000,4,1100,Manual,Metcolor,4.185,,
1896.619718,5950,71,134660,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor,4.2245,,
2490.909091,7750,55,137000,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,4.2625,,
475,10750,60,28500,Petrol,86,1,1,1300,3,1045,Auto,Metcolor,,,
475,10950,60,28500,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
524.6666667,10750,60,31480,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
615.7166667,9500,60,36943,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
618.5166667,10950,60,37111,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
666.6666667,8950,60,40000,Petrol,86,1,0,1300,4,1000,Manual,Metcolor,,,
723.7666667,10495,60,43426,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
784.3333333,10450,60,47060,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
874.7833333,8400,60,52487,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
909.2333333,10250,60,54554,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
918.0833333,10350,60,55085,Petrol,107,0,1,1600,5,1105,Auto,NonMetcolor,,,
971.15,8950,60,58269,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1018.333333,7950,60,61100,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1032.95,8500,60,61977,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1073.05,8200,60,64383,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1081.9,8500,60,64914,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1087.65,9250,60,65259,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1174.216667,10900,60,70453,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor,,,
1182.566667,8950,60,70954,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1238.95,11950,60,74337,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor,,,
1245.333333,11950,60,74720,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1319.166667,10500,60,79150,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1333.333333,7950,60,80000,Petrol,86,0,0,1300,5,1015,Manual,NonMetcolor,,,
1416.666667,10500,60,85000,Petrol,86,1,0,1300,3,1025,Manual,Metcolor,,,
1492.933333,8750,60,89576,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
1600,12250,60,96000,Diesel,72,0,0,2000,4,1100,Manual,NonMetcolor,,,
2171.166667,7750,60,130270,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
3190.958904,5900,73,232940,Diesel,72,0,0,2000,5,1172,Manual,NonMetcolor,4.307,,
614.7540984,10950,61,37500,Petrol,110,0,0,1600,5,1085,Manual,NonMetcolor,,,
623.2622951,8750,61,38019,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
731.0983607,9950,61,44597,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
737.704918,9950,61,45000,Petrol,107,0,1,1600,3,1085,Auto,NonMetcolor,,,
803.2786885,9950,61,49000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
822.5081967,9750,61,50173,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
834.8360656,8895,61,50925,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
839.9180328,8950,61,51235,Petrol,86,1,0,1300,4,1000,Manual,Metcolor,,,
854.295082,8900,61,52112,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
885.2459016,9250,61,54000,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
887.295082,9450,61,54125,Petrol,110,1,0,1600,5,1035,Manual,Metcolor,,,
913.8852459,8750,61,55747,Petrol,86,0,0,1300,3,1020,Manual,NonMetcolor,,,
937.1967213,9995,61,57169,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
967.2131148,9450,61,59000,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
992.3278689,8950,61,60532,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1002.360656,11250,61,61144,Petrol,110,1,0,1600,5,1090,Manual,Metcolor,,,
1032.786885,10450,61,63000,Petrol,86,0,1,1300,3,1050,Auto,NonMetcolor,,,
1081.967213,9950,61,66000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1086.213115,10500,61,66259,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1211.377049,9995,61,73894,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1239.491803,8950,61,75609,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1257.377049,9950,61,76700,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
1279.721311,9500,61,78063,Petrol,107,1,1,1600,5,1100,Auto,Metcolor,,,
1295.081967,8900,61,79000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1323.180328,10450,61,80714,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1330.655738,8950,61,81170,Petrol,110,1,0,1600,4,1040,Manual,Metcolor,,,
1346.147541,8950,61,82115,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
1444.704918,7950,61,88127,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1516.360656,9500,61,92498,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1559.786885,10250,61,95147,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1597.131148,9950,61,97425,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1600.786885,9950,61,97648,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1651.606557,8950,61,100748,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
1673.868852,7950,61,102106,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1817.262295,9250,61,110853,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
2016.393443,10500,61,123000,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor,,,
2245.180328,8750,61,136956,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor,,,
279.7580645,10900,62,17345,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
411.3709677,8950,62,25505,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
419.3548387,12500,62,26000,Petrol,107,0,1,1600,3,1085,Auto,NonMetcolor,,,
572.7741935,10950,62,35512,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
596.7741935,9750,62,37000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
629.0322581,10250,62,39000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
770.1612903,10500,62,47750,Petrol,86,1,0,1300,5,1040,Manual,Metcolor,,,
794.483871,9500,62,49258,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
806.4516129,9950,62,50000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
859.4354839,10250,62,53285,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
906.5967742,10950,62,56209,Petrol,107,1,1,1600,3,1080,Auto,Metcolor,,,
922.2419355,9900,62,57179,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
935.483871,10495,62,58000,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
956.3709677,9500,62,59295,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor,,,
986.2741935,9750,62,61149,Petrol,86,1,0,1300,5,1040,Manual,Metcolor,,,
987.9677419,9950,62,61254,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
998.8709677,9950,62,61930,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1006.080645,9450,62,62377,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1045.112903,7995,62,64797,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1047.83871,8950,62,64966,Petrol,86,0,0,1300,3,1020,Manual,NonMetcolor,,,
1065.83871,9250,62,66082,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
1137.096774,8950,62,70500,Petrol,110,1,0,1600,5,1035,Manual,Metcolor,,,
1145.16129,10950,62,71000,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
1200.919355,8950,62,74457,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1209.677419,8950,62,75000,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1218.854839,8950,62,75569,Diesel,72,1,0,2000,3,1120,Manual,Metcolor,,,
1290.322581,10950,62,80000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1294.596774,8750,62,80265,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1329.370968,10450,62,82421,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1353.354839,8750,62,83908,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1363.693548,10450,62,84549,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1370.967742,10450,62,85000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1419.354839,6900,62,88000,Petrol,86,0,0,1300,3,1020,Manual,NonMetcolor,,,
1430.112903,7900,62,88667,Petrol,110,1,0,1600,4,1040,Manual,Metcolor,,,
1451.612903,8490,62,90000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1501.580645,10500,62,93098,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1693.548387,8500,62,105000,Petrol,86,0,0,1300,5,1040,Manual,NonMetcolor,,,
1766.887097,9950,62,109547,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
2411.539474,5750,76,183277,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor,4.37,,
2018.951613,8950,62,125175,Diesel,116,0,0,2000,5,1150,Manual,NonMetcolor,,,
2381.225806,9500,62,147636,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor,,,
2203.389831,7500,59,130000,Diesel,72,1,0,2000,4,1135,Manual,Metcolor,4.425,,
352.031746,9500,63,22178,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
586.0793651,9950,63,36923,Petrol,86,0,0,1300,5,1050,Manual,NonMetcolor,,,
660.0952381,9950,63,41586,Petrol,110,1,0,1600,5,1114,Manual,Metcolor,,,
713.3968254,8250,63,44944,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
714.2857143,9450,63,45000,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
730.1587302,8900,63,46000,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor,,,
755.7460317,9950,63,47612,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
773.6190476,9950,63,48738,Petrol,110,0,0,1600,5,1055,Manual,NonMetcolor,,,
872,10950,63,54936,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
887.968254,9950,63,55942,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
904.7619048,9950,63,57000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
904.7619048,9950,63,57000,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
906.7301587,9950,63,57124,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
911.3174603,10500,63,57413,Petrol,107,0,1,1600,5,1115,Auto,NonMetcolor,,,
936.5079365,8950,63,59000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
936.5079365,9950,63,59000,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
1026.825397,9750,63,64690,Petrol,86,0,0,1300,3,1020,Manual,NonMetcolor,,,
1045.968254,10750,63,65896,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1081.793651,10995,63,68153,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1083.142857,9900,63,68238,Petrol,86,0,0,1300,5,1050,Manual,NonMetcolor,,,
1086.555556,8950,63,68453,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1125.52381,9450,63,70908,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor,,,
1151.142857,8250,63,72522,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1186.460317,8950,63,74747,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1229.47619,9450,63,77457,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
1407.698413,8450,63,88685,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
1412.698413,9950,63,89000,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1500.063492,8250,63,94504,Petrol,86,1,0,1300,4,1000,Manual,Metcolor,,,
1610.619048,8950,63,101469,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1631.857143,9250,63,102807,Petrol,86,0,0,1300,5,1055,Manual,NonMetcolor,,,
1641.269841,9500,63,103400,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1733.809524,7750,63,109230,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
533.03125,9750,64,34114,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
643.75,9900,64,41200,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
671.875,7750,64,43000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
827.625,9500,64,52968,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
908.375,9950,64,58136,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1015.625,7800,64,65000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1095.5625,8450,64,70116,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1125,9450,64,72000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1145.3125,8900,64,73300,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1146.5,10950,64,73376,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
1148.4375,9250,64,73500,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1159.265625,9950,64,74193,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1224.3125,7950,64,78356,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1292.546875,8250,64,82723,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1392.890625,9750,64,89145,Petrol,86,1,0,1300,3,1025,Manual,Metcolor,,,
1427.078125,8250,64,91333,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1535.796875,8750,64,98291,Petrol,86,0,0,1300,4,1000,Manual,NonMetcolor,,,
1668.5,9750,64,106784,Petrol,110,0,1,1600,3,1050,Auto,NonMetcolor,,,
1794.46875,9950,64,114846,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1812.5,8000,64,116000,Petrol,86,0,0,1300,5,1045,Manual,NonMetcolor,,,
1843.75,9950,64,118000,Diesel,72,1,0,2000,5,1150,Manual,Metcolor,,,
1881.25,10450,64,120400,Petrol,110,0,0,1600,5,1090,Manual,NonMetcolor,,,
3235.59322,7500,59,190900,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,4.425,,
2090.140625,8950,64,133769,Diesel,72,1,0,2000,3,1120,Manual,Metcolor,,,
2352.890625,8250,64,150585,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
2710.523077,6900,65,176184,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,4.485,,
485.9692308,9950,65,31588,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
507.6923077,10450,65,33000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
542.8153846,9250,65,35283,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
553.8461538,8250,65,36000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
553.8461538,10450,65,36000,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
692.3076923,8850,65,45000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
700.7538462,8750,65,45549,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
702.7846154,8745,65,45681,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
723.2923077,8950,65,47014,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
768.3384615,10950,65,49942,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor,,,
784.6153846,8950,65,51000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
816.2,11500,65,53053,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
846.1538462,8950,65,55000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
847.0923077,9950,65,55061,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1230.769231,8250,65,80000,Petrol,86,1,0,1300,2,1015,Manual,Metcolor,,,
882.6769231,8950,65,57374,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
896.9230769,7750,65,58300,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
905.0615385,8950,65,58829,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
907.6923077,9750,65,59000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
907.6923077,9950,65,59000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
911.7538462,7500,65,59264,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
923.0769231,8950,65,60000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
934.2153846,7995,65,60724,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
944.3692308,8250,65,61384,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
957.3076923,8950,65,62225,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
959.9384615,9850,65,62396,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
969.2307692,9950,65,63000,Petrol,86,1,1,1300,5,1065,Auto,Metcolor,,,
994.3076923,10950,65,64630,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
996.4923077,8750,65,64772,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1007.892308,9950,65,65513,Petrol,110,1,1,1600,4,1070,Auto,Metcolor,,,
1015.384615,7800,65,66000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1030.815385,10500,65,67003,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1046.153846,8950,65,68000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1046.153846,10500,65,68000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1077.969231,9500,65,70068,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1097.184615,8950,65,71317,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1141.215385,8250,65,74179,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1153.846154,8950,65,75000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1171.615385,8990,65,76155,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1192.307692,9750,65,77500,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1201.169231,7950,65,78076,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1232.092308,8250,65,80086,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1233.123077,9950,65,80153,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
1237.523077,8450,65,80439,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1249.107692,10950,65,81192,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1261.538462,7450,65,82000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1300.892308,10950,65,84558,Petrol,110,1,0,1600,5,1120,Manual,Metcolor,,,
1321.369231,11500,65,85889,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor,,,
1351.092308,8150,65,87821,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1403.784615,8750,65,91246,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1418.861538,9450,65,92226,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor,,,
1437.046154,8450,65,93408,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1437.353846,10500,65,93428,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1461.538462,7999,65,95000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1494.969231,9900,65,97173,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1515.384615,9250,65,98500,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1546.923077,8950,65,100550,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1719.523077,9750,65,111769,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor,,,
1759.738462,6950,65,114383,Diesel,90,0,0,2000,3,1260,Manual,NonMetcolor,,,
1809.369231,7250,65,117609,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
2043.184615,8950,65,132807,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,,,
